latitude,longitude,date,time,crime_type
51.60643500108988,-0.32570481635846327,2024-04-27,19:00,Burglary
51.63230161171217,-0.15540874410922262,2024-04-20,03:30,Littering
51.43511466625163,-0.16673211689609296,2024-04-11,05:15,Assault
51.301970247582915,-0.3824309992050734,2024-04-07,10:45,Trespassing
51.62769568587427,-0.08518738307949386,2024-04-07,19:45,Noise Complaint
51.395609542127836,-0.00269539235282229,2024-04-02,16:30,Theft
51.586672864487696,-0.2950774808985198,2024-04-22,22:15,Murder
51.49582407700263,-0.33264186455052097,2024-04-18,00:00,Murder
51.31079797905102,-0.3972195207306333,2024-04-13,05:15,Littering
51.40520648954525,-0.3029675348599806,2024-04-01,19:45,Trespassing
51.44104615231571,0.09203739448239323,2024-04-14,17:45,Murder
51.498729268863094,0.01969226788915568,2024-04-10,22:00,Noise Complaint
51.60482101814066,-0.31748706390658826,2024-04-07,03:45,Theft
51.4993520800645,-0.122940676462724,2024-04-07,06:45,Assault
51.35676689563355,-0.4518848325489691,2024-04-16,07:15,Noise Complaint
51.48682525024557,-0.010696861229454235,2024-04-03,06:30,Trespassing
51.379280051573,-0.26284996924949444,2024-04-14,22:45,Theft
51.42453615296736,-0.2592317342794844,2024-04-08,04:15,Murder
51.66031616648916,-0.00978107492671515,2024-04-06,17:00,Noise Complaint
51.35125617852341,0.038186760347230564,2024-04-08,10:30,Noise Complaint
51.48853417050665,-0.07381162765744004,2024-04-23,00:15,Assault
51.58928004364701,-0.491279974064769,2024-04-27,00:15,Theft
51.306884348889234,0.010684576462819284,2024-04-07,11:00,Murder
51.334335814159026,-0.09557252359390223,2024-04-11,08:30,Noise Complaint
51.63693577063984,-0.33539310233771835,2024-04-23,04:30,Theft
51.354842730814376,-0.22549530550968794,2024-04-10,12:30,Littering
51.30453610895619,-0.4604236910579362,2024-04-23,17:00,Robbery
51.30295090082131,-0.3798641982338835,2024-04-19,22:45,Littering
51.520567279064245,-0.024121979664925686,2024-04-29,18:30,Burglary
51.61640600885696,0.09188457988034027,2024-04-14,17:15,Robbery
51.46968936131025,-0.17220317216094388,2024-04-11,08:30,Assault
51.46110512313523,-0.44253092504616726,2024-04-30,15:30,Robbery
51.42410417989823,-0.4028436775522907,2024-04-07,02:45,Noise Complaint
51.531060168165176,0.03744056464480694,2024-04-09,03:15,Noise Complaint
51.60265781030944,0.0024871355651194804,2024-04-28,23:15,Noise Complaint
51.39231233517652,-0.010937285166259858,2024-04-07,15:45,Trespassing
51.369014325748196,0.0044545181919857235,2024-04-02,02:15,Noise Complaint
51.440561690635846,-0.3153084035554968,2024-04-12,20:45,Burglary
51.38888916570651,-0.15490861871203432,2024-04-14,13:00,Noise Complaint
51.32356262492291,0.09860073087482912,2024-04-06,03:15,Assault
51.58764171101102,-0.2978260531624748,2024-04-28,12:45,Robbery
51.30840801266338,0.028134125352304418,2024-04-01,20:15,Burglary
51.356869765875615,-0.2711383341997806,2024-04-02,08:00,Trespassing
51.466765259781674,-0.17533378173503084,2024-04-11,17:30,Murder
51.33132721785544,-0.4384683053537343,2024-04-02,17:00,Murder
51.37741003542119,-0.2041180727301436,2024-04-26,00:15,Robbery
51.40898483717532,-0.07117259922245966,2024-04-19,12:30,Robbery
51.48971328167984,-0.4597714130660885,2024-04-09,05:00,Robbery
51.421930348301736,-0.27586597727881446,2024-04-19,13:15,Robbery
51.622357939839155,0.051302381701498256,2024-04-02,13:45,Murder
51.52768980574381,-0.05724636811434841,2024-04-03,21:30,Noise Complaint
51.61350782529878,0.039134707863730966,2024-04-22,22:30,Littering
51.63460854668179,-0.17858807406727067,2024-04-02,07:30,Robbery
51.46819754498642,-0.10733743088949005,2024-04-26,23:00,Trespassing
51.59300963663162,-0.07487498458503156,2024-04-17,05:45,Assault
51.577146552549074,0.02764897835534419,2024-04-11,11:45,Theft
51.60423827114928,-0.16754098377294274,2024-04-25,17:00,Noise Complaint
51.56818363313576,0.0031948908640127005,2024-04-17,19:30,Assault
51.65099571682261,-0.17188748229039702,2024-04-06,22:15,Murder
51.42244758359229,-0.2522777848188581,2024-04-06,12:00,Theft
51.329245398789816,-0.3661076538702473,2024-04-20,01:00,Littering
51.41313550285488,0.028774323859561912,2024-04-04,07:00,Trespassing
51.315247730289315,-0.3138352367034422,2024-04-12,08:00,Littering
51.52655682120168,-0.004130372890707779,2024-04-12,00:45,Murder
51.68578673091334,-0.29332757936134357,2024-04-03,15:15,Murder
51.608562746473005,-0.1848737574106818,2024-04-15,14:00,Noise Complaint
51.53130158244441,-0.3464787524671787,2024-04-07,08:30,Theft
51.42820867081851,-0.21911069218874668,2024-04-24,09:15,Trespassing
51.46849523928011,-0.2562358576192635,2024-04-10,05:00,Noise Complaint
51.551373950732774,-0.016918599653678035,2024-04-15,06:00,Trespassing
51.68662437209123,-0.08501651119051817,2024-04-18,22:00,Robbery
51.48388375149173,-0.19477395139051779,2024-04-21,12:30,Theft
51.68554376152976,-0.2216729459514512,2024-04-02,05:45,Burglary
51.324792295121085,-0.12484066701813373,2024-04-09,09:00,Burglary
51.62224662443846,-0.23480294717447964,2024-04-26,16:00,Assault
51.584092653901536,-0.05265625952596875,2024-04-01,10:45,Littering
51.497957868894716,-0.479728875417873,2024-04-23,11:30,Robbery
51.427614331178155,-0.25933834347680096,2024-04-13,11:15,Robbery
51.357496610337186,-0.2332129657232711,2024-04-25,20:45,Assault
51.40944028976813,-0.38167451734995567,2024-04-16,21:15,Theft
51.45056912629291,0.09690351538863073,2024-04-26,13:15,Assault
51.47400343073308,-0.14060898275595163,2024-04-16,18:45,Burglary
51.4136856401004,-0.26207897265804936,2024-04-26,08:45,Robbery
51.36898769477698,-0.458732534390771,2024-04-01,13:15,Theft
51.46302537601301,-0.10625067403688271,2024-04-07,17:45,Assault
51.69298146500115,-0.2412484245847027,2024-04-18,04:00,Robbery
51.307702588800204,-0.4751466410612216,2024-04-30,06:15,Murder
51.581340409798635,-0.4006542449722643,2024-04-12,08:45,Theft
51.56664452409643,0.04407758537954731,2024-04-22,14:30,Littering
51.691860970016734,0.021846854784292602,2024-04-21,10:45,Robbery
51.47337177930367,-0.10794991190799225,2024-04-12,02:15,Theft
51.54623955978806,-0.23128969774757085,2024-04-01,12:00,Littering
51.34391280589681,-0.4702365514236806,2024-04-26,18:00,Murder
51.437815293210406,0.05589328439239449,2024-04-24,20:30,Robbery
51.49639784560557,-0.06050671665597285,2024-04-29,07:00,Theft
51.605029838761304,-0.03669869314510399,2024-04-02,08:45,Robbery
51.55395063650751,-0.37887351011324255,2024-04-24,03:15,Assault
51.57165716801618,-0.053752145146487185,2024-04-02,10:45,Robbery
51.67295644865903,-0.001167487711982662,2024-04-10,04:00,Noise Complaint
51.48678613747421,-0.18615461452715554,2024-04-17,05:30,Murder
51.616277783101665,0.020477641166268046,2024-04-23,19:30,Robbery
51.65273789242697,-0.30335862432108196,2024-04-30,03:15,Trespassing
51.4133494353991,-0.31862919281423774,2024-04-03,20:45,Murder
51.53934192140982,-0.2849474096926347,2024-04-11,23:30,Robbery
51.50576680355433,-0.30821030378395997,2024-04-06,19:15,Theft
51.42076589081264,-0.4312909466340569,2024-04-19,22:45,Assault
51.64064613804923,-0.0439975759124851,2024-04-28,18:15,Theft
51.33484190071144,0.08979578408563904,2024-04-15,15:00,Burglary
51.640313790980606,-0.4131453851069953,2024-04-21,21:45,Robbery
51.51016451797784,-0.4555047001902912,2024-04-03,15:00,Robbery
51.69381651329812,-0.3155623613144035,2024-04-19,18:45,Noise Complaint
51.35839104751115,-0.21474035069000158,2024-04-24,02:45,Littering
51.632680602195904,-0.1250586492192332,2024-04-26,23:15,Burglary
51.67916329647012,-0.35593814369906207,2024-04-08,01:15,Robbery
51.54784599484082,-0.4990436551788642,2024-04-19,15:00,Burglary
51.36040917350864,-0.0023189590522652015,2024-04-10,05:45,Trespassing
51.33656229838308,-0.2891651348817912,2024-04-28,03:00,Murder
51.53354545000879,0.0547755516659032,2024-04-07,22:45,Burglary
51.31450175799278,-0.25792758617659634,2024-04-26,02:30,Theft
51.338298123216305,-0.1104916903438819,2024-04-03,12:45,Littering
51.62971629884126,-0.09299260418044591,2024-04-03,21:30,Assault
51.33153178652576,0.04077081012367856,2024-04-20,23:30,Assault
51.51950440960458,-0.4115672784856452,2024-04-20,17:30,Noise Complaint
51.53118717436285,-0.1853367439982006,2024-04-10,10:45,Burglary
51.31222094040689,0.011609646284378883,2024-04-19,08:45,Littering
51.66839920012982,0.03328959398207443,2024-04-05,15:00,Noise Complaint
51.397178382636426,-0.006187740175415235,2024-04-20,21:30,Assault
51.45634353004469,-0.3275077802802969,2024-04-19,21:30,Littering
51.47933641098732,-0.2251294523007208,2024-04-03,08:15,Assault
51.34288564470552,-0.35113271902315546,2024-04-14,14:30,Trespassing
51.4060109583154,-0.3009801749227269,2024-04-30,11:45,Noise Complaint
51.66959293595561,-0.43836322492566004,2024-04-18,05:15,Robbery
51.631798483797496,-0.2952108083554723,2024-04-02,18:30,Assault
51.68992814775704,-0.3123426488441218,2024-04-12,13:45,Assault
51.30579371612187,-0.18981677660213525,2024-04-16,17:45,Littering
51.49621378009557,-0.1386574488377898,2024-04-28,07:00,Noise Complaint
51.40561314790286,-0.021273721973691928,2024-04-16,19:00,Theft
51.42716220817244,-0.44168375922450387,2024-04-12,14:30,Burglary
51.58469672932903,-0.1632915354214992,2024-04-18,16:00,Assault
51.56612035754681,-0.15626033148053037,2024-04-27,22:30,Theft
51.46148344997111,-0.3061067048934861,2024-04-10,14:45,Noise Complaint
51.37793657336692,-0.07245894943962605,2024-04-29,05:45,Burglary
51.681471475983486,-0.12206700669337228,2024-04-04,11:45,Assault
51.64387223419615,-0.04447520938647148,2024-04-17,12:15,Burglary
51.41024394287523,-0.36919946512353896,2024-04-28,19:45,Murder
51.640671569771875,-0.2646606219226213,2024-04-30,11:45,Assault
51.63066011334789,-0.2501686193889793,2024-04-04,09:15,Assault
51.3935669192973,-0.1021616103410729,2024-04-24,16:15,Assault
51.40306669075642,-0.24472124513377336,2024-04-16,02:15,Murder
51.315865704407344,-0.4512572359190229,2024-04-18,19:15,Assault
51.5540022529966,-0.26851205442301973,2024-04-09,10:45,Assault
51.54386826251056,-0.09860637752190204,2024-04-13,10:30,Trespassing
51.44033182130033,-0.3921162944847008,2024-04-12,04:00,Assault
51.65725753059042,-0.49950229759442716,2024-04-13,16:30,Robbery
51.45759411271198,0.04183085529880959,2024-04-20,15:45,Trespassing
51.69978054965249,-0.46254269806762993,2024-04-13,11:00,Burglary
51.45598812866999,-0.09673696062556619,2024-04-16,13:15,Trespassing
51.52787374706002,-0.39729926946771743,2024-04-06,03:00,Burglary
51.45155150286158,-0.17459220891567523,2024-04-21,08:30,Burglary
51.41334534608304,-0.3138461118045065,2024-04-19,23:45,Burglary
51.65689822465289,-0.2905451517784169,2024-04-20,08:30,Robbery
51.64303333406763,-0.07287699684063309,2024-04-03,15:00,Littering
51.45080403720868,-0.2020194555487299,2024-04-23,00:00,Noise Complaint
51.319302274885544,-0.031235444982856797,2024-04-16,05:00,Littering
51.53439142593242,-0.11605088353958953,2024-04-13,11:15,Burglary
51.61888887512633,-0.25872160777646735,2024-04-04,01:00,Assault
51.57841866804079,-0.3376482140888066,2024-04-25,02:30,Robbery
51.40369446414292,-0.016918331753463134,2024-04-13,03:30,Theft
51.53685980856375,-0.08409606217909671,2024-04-07,09:00,Burglary
51.60992296421069,-0.3921019125139637,2024-04-21,03:30,Trespassing
51.56938459759643,-0.2809894633289792,2024-04-26,02:00,Theft
51.49372197000537,-0.11168229035450666,2024-04-08,21:00,Murder
51.65055763772775,0.006221475269808319,2024-04-21,04:45,Robbery
51.62784697552072,-0.26621504236185267,2024-04-14,20:00,Littering
51.668541458250004,-0.15384717456223007,2024-04-14,16:45,Robbery
51.44134243762878,-0.251321343235818,2024-04-30,20:45,Littering
51.35324690679101,0.0786655316248217,2024-04-25,07:15,Theft
51.45195280257877,0.026657942667689838,2024-04-05,04:30,Trespassing
51.600781325906866,-0.4313058166757835,2024-04-16,21:15,Burglary
51.47457347797632,-0.23891828100945284,2024-04-19,21:45,Littering
51.635544934010476,-0.3711555417051766,2024-04-12,04:15,Robbery
51.426988758636654,-0.14880733683018416,2024-04-25,11:30,Burglary
51.496109903289415,-0.46167046696065295,2024-04-10,18:45,Murder
51.689440771982895,-0.0429716702929856,2024-04-15,01:00,Littering
51.31908465198092,-0.43050460613967756,2024-04-13,19:00,Robbery
51.33680963199645,0.08888063153768855,2024-04-23,09:15,Noise Complaint
51.58503897852461,0.013576844852612457,2024-04-28,17:15,Littering
51.43823436786687,0.03429790764851881,2024-04-08,18:00,Assault
51.44113740284665,0.06468974496773361,2024-04-05,13:15,Burglary
51.524559241723466,0.06073289254099601,2024-04-10,16:15,Trespassing
51.320367770869446,-0.4772532386840145,2024-04-24,02:15,Theft
51.467157747512665,0.005305255125397812,2024-04-18,16:15,Littering
51.65193206780657,-0.2560465894462234,2024-04-19,03:00,Assault
51.44837029005116,-0.4117238904310896,2024-04-20,04:00,Trespassing
51.67317719759553,-0.33141618459240596,2024-04-14,02:15,Trespassing
51.31636697963522,-0.203941266889418,2024-04-19,18:30,Murder
51.609581702353886,-0.3090163765248109,2024-04-19,10:45,Robbery
51.62382587320696,0.03939869116207795,2024-04-17,22:30,Littering
51.312516597475785,-0.10536077951000172,2024-04-08,13:00,Noise Complaint
51.65775124326187,0.003925693082457049,2024-04-16,09:00,Theft
